customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,tech_support,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
C02022,Female,1,No,No,66,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),89.61,4560.08,No
C02023,Male,0,Yes,No,40,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Bank transfer (automatic),48.67,3532.3,No
C02024,Male,0,No,No,9,Yes,No phone service,No,No,No,Month-to-month,Yes,Mailed check,87.81,3167.71,Yes
C02025,Female,0,Yes,Yes,27,Yes,Yes,DSL,No internet service,No,Two year,No,Mailed check,83.35,55.48,Yes
C02026,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),24.61,355.45,Yes
C02027,Female,1,Yes,No,38,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,49.2,1130.94,No
C02028,Female,0,Yes,No,55,No,No phone service,Fiber optic,No,No internet service,Two year,No,Credit card (automatic),74.69,7902.34,No
C02029,Female,0,No,No,51,No,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,109.84,7487.68,Yes
C02030,Male,0,No,No,2,Yes,No,No,No,Yes,Two year,No,Electronic check,58.13,4235.22,No
C02031,Male,0,Yes,No,22,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,No,Credit card (automatic),68.48,1546.43,No
C02032,Male,0,Yes,No,16,No,No,Fiber optic,Yes,No internet service,One year,No,Credit card (automatic),93.02,1257.32,No
C02033,Female,0,Yes,No,70,Yes,No phone service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.33,2190.5,No
C02034,Male,0,No,No,25,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),110.33,7725.79,No
C02035,Female,0,Yes,No,17,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),67.72,4441.09,No
C02036,Female,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,No internet service,Two year,No,Credit card (automatic),37.38,6837.88,Yes
C02037,Male,0,Yes,No,69,No,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),94.44,4316.29,No
C02038,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.56,5187.33,Yes
C02039,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,Two year,No,Electronic check,59.83,5192.89,No
C02040,Male,0,Yes,No,34,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,80.82,283.81,No
C02041,Male,0,No,No,59,No,No,No,No internet service,Yes,One year,No,Mailed check,87.19,3794.77,No
C02042,Male,0,No,No,62,Yes,No phone service,Fiber optic,Yes,No,One year,No,Bank transfer (automatic),91.3,7346.86,No
C02043,Male,0,Yes,No,51,Yes,No,DSL,No internet service,No,Month-to-month,No,Electronic check,37.35,4166.53,No
C02044,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card (automatic),116.16,3710.52,Yes
C02045,Female,0,Yes,Yes,60,No,No,Fiber optic,No,No internet service,Two year,No,Electronic check,35.84,4484.16,No
C02046,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,27.61,3247.67,Yes
C02047,Male,0,Yes,No,57,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,No,Mailed check,84.41,4389.62,No
C02048,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No internet service,One year,No,Credit card (automatic),109.0,1165.99,No
C02049,Male,0,No,Yes,29,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,73.94,8228.12,Yes
C02050,Female,1,No,Yes,28,Yes,No phone service,No,No,Yes,One year,Yes,Bank transfer (automatic),77.55,307.49,No
C02051,Male,0,No,No,9,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,71.85,4116.57,Yes
C02052,Female,0,Yes,No,38,Yes,No phone service,No,No,No internet service,Two year,No,Electronic check,22.27,1799.16,No
C02053,Female,1,Yes,No,54,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.13,512.97,No
C02054,Male,0,No,No,27,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.82,5545.77,Yes
C02055,Male,0,Yes,No,17,Yes,No phone service,No,No,No internet service,Two year,No,Credit card (automatic),111.57,8374.31,No
C02056,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,36.68,6376.15,No
C02057,Male,0,Yes,No,64,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.21,2172.6,Yes
C02058,Female,1,No,Yes,45,Yes,Yes,DSL,No internet service,No internet service,Two year,No,Mailed check,68.49,4202.93,No
C02059,Male,1,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,One year,No,Bank transfer (automatic),65.74,440.25,No
C02060,Male,0,Yes,No,8,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.03,4527.63,Yes
C02061,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),49.44,861.65,No
C02062,Male,1,Yes,No,59,Yes,No,DSL,Yes,No internet service,One year,Yes,Mailed check,32.72,6757.86,No
C02063,Female,0,Yes,No,27,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),100.09,498.98,No
C02064,Male,0,Yes,No,2,Yes,No,No,Yes,No internet service,Two year,Yes,Electronic check,62.88,97.4,No
C02065,Female,1,Yes,No,50,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,7325.73,No
C02066,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No,Two year,No,Credit card (automatic),72.66,8012.64,No
C02067,Male,0,Yes,No,69,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,752.15,No
C02068,Female,0,Yes,No,58,Yes,No phone service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),88.48,2383.77,No
C02069,Male,1,No,No,60,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.94,6309.08,No
C02070,Male,0,Yes,No,57,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),45.39,4595.34,No
C02071,Male,0,No,No,69,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,73.37,8069.43,Yes
C02072,Female,0,Yes,Yes,11,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.45,3319.02,No
C02073,Female,0,No,No,8,Yes,No,DSL,No internet service,No internet service,Two year,Yes,Credit card (automatic),76.88,46.18,No
C02074,Male,0,No,No,48,No,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.19,185.48,Yes
C02075,Male,0,Yes,No,16,Yes,No phone service,No,No,No,Two year,Yes,Bank transfer (automatic),21.94,4809.1,No
C02076,Female,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,91.4,6397.36,No
C02077,Male,0,No,No,43,No,No phone service,No,No,Yes,One year,Yes,Bank transfer (automatic),45.47,6724.01,No
C02078,Male,1,No,Yes,31,Yes,No phone service,No,No internet service,No,Two year,Yes,Mailed check,110.02,7749.49,No
C02079,Female,0,Yes,No,34,Yes,No,Fiber optic,No internet service,Yes,Two year,Yes,Electronic check,46.06,1961.01,No
C02080,Male,1,No,No,48,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card (automatic),117.66,6281.16,No
C02081,Female,0,No,No,53,Yes,Yes,No,No,Yes,One year,No,Mailed check,64.3,7033.45,No
C02082,Male,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Electronic check,20.64,7111.29,No
C02083,Female,0,No,Yes,11,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.63,3508.71,No
C02084,Male,0,No,Yes,7,Yes,No phone service,Fiber optic,Yes,No,One year,No,Credit card (automatic),26.21,5327.59,No
C02085,Male,1,No,Yes,20,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.62,4696.38,No
C02086,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),44.78,5085.88,Yes
C02087,Male,0,No,No,7,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.46,2410.19,No
C02088,Female,0,Yes,No,27,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Credit card (automatic),29.13,5813.19,No
C02089,Male,0,No,No,9,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,61.81,6040.37,Yes
C02090,Female,0,No,Yes,51,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,54.54,1680.03,No
C02091,Female,0,No,Yes,14,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.63,3780.89,Yes
C02092,Female,0,No,Yes,3,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,37.59,3598.3,No
C02093,Female,0,Yes,No,61,Yes,Yes,DSL,No internet service,No internet service,One year,Yes,Mailed check,109.4,6370.6,No
C02094,Male,0,No,No,3,Yes,No phone service,No,Yes,No internet service,One year,No,Credit card (automatic),69.6,5671.28,Yes
C02095,Male,0,Yes,Yes,40,No,No,Fiber optic,No internet service,No,One year,Yes,Bank transfer (automatic),80.37,4057.09,No
C02096,Female,0,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Mailed check,21.95,5552.77,No
C02097,Female,0,Yes,No,27,Yes,No phone service,No,No internet service,No,Month-to-month,Yes,Mailed check,73.91,2247.59,Yes
C02098,Female,0,No,No,46,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card (automatic),54.81,1988.77,Yes
C02099,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No internet service,Two year,No,Electronic check,110.42,2053.0,No
C02100,Male,0,Yes,No,1,Yes,No phone service,DSL,No internet service,Yes,Two year,Yes,Mailed check,106.56,268.2,Yes
C02101,Male,0,Yes,Yes,66,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),81.76,5879.71,No
C02102,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,94.79,8379.96,No
C02103,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),82.46,2639.21,Yes
C02104,Female,0,No,No,27,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,19.7,7904.85,No
C02105,Female,1,Yes,No,13,Yes,No phone service,Fiber optic,Yes,No,One year,Yes,Electronic check,88.31,5162.69,Yes
C02106,Male,1,Yes,No,45,Yes,No phone service,Fiber optic,No internet service,No,One year,Yes,Bank transfer (automatic),35.71,1925.89,No
C02107,Male,0,Yes,Yes,12,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),86.26,118.64,No
C02108,Male,1,No,No,15,Yes,No,DSL,No,Yes,One year,No,Bank transfer (automatic),19.05,6156.69,No
C02109,Female,0,No,Yes,39,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),49.09,5926.34,No
C02110,Female,0,No,Yes,71,No,Yes,Fiber optic,No internet service,No internet service,One year,No,Bank transfer (automatic),69.69,1962.53,No
C02111,Male,0,No,No,29,No,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,51.32,2840.0,No
C02112,Female,0,Yes,Yes,64,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,87.4,7635.23,No
C02113,Male,0,No,No,57,No,No phone service,DSL,No,No,Month-to-month,Yes,Credit card (automatic),70.27,1351.65,Yes
C02114,Male,0,Yes,No,47,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,113.97,7104.23,No
C02115,Female,0,No,Yes,48,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Mailed check,53.78,1453.35,No
C02116,Male,0,Yes,No,1,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),90.19,4104.01,No
C02117,Female,1,Yes,No,13,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),101.58,4250.22,No
C02118,Male,0,Yes,No,16,No,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),43.36,4022.26,No
C02119,Female,1,Yes,No,30,Yes,No,DSL,Yes,Yes,One year,Yes,Electronic check,93.41,2460.22,No
C02120,Female,1,Yes,No,9,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),57.33,2167.04,No
C02121,Female,0,No,No,69,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),30.87,6236.62,No
C02122,Male,0,Yes,No,36,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),18.36,2356.29,No
C02123,Male,0,Yes,No,63,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card (automatic),92.38,5191.3,Yes
C02124,Female,1,Yes,No,29,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.62,7199.2,No
C02125,Female,0,Yes,No,33,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,No,Mailed check,23.12,7117.73,Yes
C02126,Male,0,No,Yes,17,Yes,No phone service,DSL,Yes,No,One year,No,Mailed check,67.72,1435.78,No
C02127,Male,0,No,No,62,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),52.67,5571.48,No
C02128,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,87.18,5126.53,No
C02129,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,28.74,2409.79,No
C02130,Male,0,Yes,No,57,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.27,3338.31,No
C02131,Male,0,Yes,Yes,26,Yes,No,No,No,No,Two year,No,Electronic check,58.41,2436.33,No
C02132,Female,0,No,Yes,54,Yes,No phone service,DSL,No,No,Two year,Yes,Mailed check,70.04,4573.39,No
C02133,Male,1,No,Yes,18,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,100.42,6834.37,No
C02134,Male,0,Yes,Yes,22,Yes,No phone service,DSL,No internet service,No,Two year,Yes,Bank transfer (automatic),76.56,7460.98,No
C02135,Male,1,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,108.26,6148.99,No
C02136,Female,0,Yes,No,65,No,No phone service,Fiber optic,No internet service,Yes,One year,No,Mailed check,39.78,4118.63,No
C02137,Female,0,Yes,No,50,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),77.62,8144.56,Yes
C02138,Female,0,Yes,Yes,27,No,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,83.52,4800.82,No
C02139,Female,0,No,No,56,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),90.58,4077.03,No
C02140,Female,1,No,No,57,Yes,No phone service,DSL,Yes,Yes,Two year,No,Credit card (automatic),116.87,7285.15,No
C02141,Female,0,Yes,No,14,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.8,1583.98,No
C02142,Female,1,No,No,15,Yes,No phone service,DSL,No internet service,No internet service,Two year,Yes,Mailed check,54.93,1357.12,No
C02143,Male,0,No,Yes,46,Yes,No,DSL,No,No,One year,Yes,Credit card (automatic),103.22,6655.53,No
C02144,Male,0,No,No,62,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),35.68,7402.18,No
C02145,Female,0,Yes,No,11,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,21.7,635.28,No
C02146,Male,0,No,Yes,42,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,62.36,6498.98,No
C02147,Male,0,No,Yes,28,Yes,No,DSL,No internet service,No internet service,One year,Yes,Electronic check,42.72,3618.28,No
C02148,Female,1,Yes,Yes,48,Yes,No phone service,No,Yes,No internet service,Two year,No,Mailed check,57.65,5987.01,No
C02149,Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),116.61,1162.81,No
C02150,Male,0,Yes,No,68,Yes,Yes,DSL,No internet service,No internet service,One year,No,Credit card (automatic),52.85,8271.09,No
C02151,Male,0,No,No,59,Yes,No phone service,Fiber optic,Yes,No,One year,Yes,Electronic check,88.8,7493.02,No
C02152,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,43.04,3461.46,Yes
C02153,Male,1,Yes,No,25,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,48.34,7595.47,No
C02154,Female,0,No,No,70,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),42.32,7608.76,No
C02155,Female,0,No,Yes,68,Yes,No phone service,Fiber optic,Yes,No,One year,Yes,Electronic check,75.22,3930.35,No
C02156,Female,0,Yes,Yes,46,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),40.61,8049.48,No
C02157,Male,0,Yes,Yes,41,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),89.84,8303.7,No
C02158,Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,86.03,1860.4,Yes
C02159,Male,0,No,Yes,21,Yes,Yes,DSL,Yes,No internet service,One year,No,Credit card (automatic),60.13,583.47,No
C02160,Male,0,No,No,16,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,20.56,2826.81,No
C02161,Male,0,No,No,19,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,20.27,4164.3,Yes
C02162,Male,0,Yes,No,7,No,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),71.28,804.08,No
C02163,Female,0,Yes,Yes,48,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Mailed check,101.92,1211.07,No
C02164,Female,0,Yes,No,37,Yes,No phone service,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),77.89,8259.95,No
C02165,Male,0,No,No,52,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.57,6271.78,No
C02166,Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),106.21,7439.22,Yes
C02167,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,37.7,8255.33,Yes
C02168,Female,0,Yes,No,71,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,53.94,3225.42,No
C02169,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,74.53,5852.46,No
C02170,Male,0,Yes,No,46,Yes,No phone service,DSL,Yes,No,Two year,No,Credit card (automatic),47.17,1578.87,No
C02171,Female,1,Yes,No,44,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,117.77,4697.24,Yes
C02172,Male,0,Yes,Yes,17,Yes,No phone service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),63.23,1798.19,Yes
C02173,Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,One year,Yes,Credit card (automatic),23.17,1378.78,No
C02174,Male,0,Yes,No,48,No,No,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,35.61,853.0,Yes
C02175,Male,1,Yes,No,21,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Electronic check,71.25,4935.33,No
C02176,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Credit card (automatic),73.01,8074.64,No
C02177,Female,1,Yes,No,60,Yes,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),116.41,1054.69,No
C02178,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Electronic check,78.0,4278.63,No
C02179,Female,0,Yes,Yes,70,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.66,5845.71,No
C02180,Female,0,Yes,Yes,60,Yes,No,DSL,No,No,One year,Yes,Mailed check,39.37,4223.9,No
C02181,Male,0,No,No,35,Yes,No phone service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),28.69,7751.68,No
C02182,Male,1,Yes,No,23,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),78.2,1428.52,No
C02183,Female,0,No,No,31,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.49,222.95,No
C02184,Male,0,No,Yes,58,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,76.74,3267.61,No
C02185,Male,0,No,No,4,Yes,No phone service,Fiber optic,No internet service,No,One year,No,Credit card (automatic),62.28,4729.66,No
C02186,Male,0,Yes,No,15,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),75.82,2176.73,No
C02187,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Credit card (automatic),64.88,1446.65,Yes
C02188,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No,Two year,No,Bank transfer (automatic),32.19,6844.63,No
C02189,Male,1,Yes,No,41,Yes,Yes,DSL,No internet service,Yes,Two year,No,Bank transfer (automatic),92.12,1617.49,No
C02190,Female,0,Yes,No,9,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.3,3772.83,Yes
C02191,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,One year,Yes,Mailed check,57.93,8113.91,No
C02192,Female,0,Yes,No,25,No,Yes,DSL,Yes,Yes,One year,No,Electronic check,73.96,5214.96,No
C02193,Male,0,Yes,No,2,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),42.12,4239.69,No
C02194,Male,0,Yes,No,58,Yes,No,No,No,No internet service,Two year,No,Mailed check,60.8,3073.64,No
C02195,Female,1,Yes,No,2,Yes,No,DSL,Yes,Yes,One year,Yes,Mailed check,80.24,4431.91,No
C02196,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No internet service,One year,Yes,Electronic check,40.62,6246.39,No
C02197,Female,0,Yes,Yes,1,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,92.9,6994.68,Yes
C02198,Female,0,Yes,Yes,16,No,No phone service,DSL,No,No internet service,Month-to-month,No,Credit card (automatic),70.1,5530.01,No
C02199,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,104.17,6721.47,No
C02200,Male,0,No,No,1,No,No phone service,DSL,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),102.72,767.96,No
C02201,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card (automatic),67.45,139.92,No
C02202,Male,0,Yes,Yes,26,Yes,No phone service,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),37.55,6247.27,Yes
C02203,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),91.66,2237.77,Yes
C02204,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),59.87,7462.47,No
C02205,Male,0,No,Yes,21,Yes,No phone service,DSL,Yes,Yes,Month-to-month,No,Electronic check,77.46,4563.09,No
C02206,Male,0,No,No,67,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,28.73,4076.81,No
C02207,Female,0,No,No,13,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),81.16,6573.05,No
C02208,Female,0,No,No,22,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,55.36,6303.98,Yes
C02209,Male,0,Yes,Yes,43,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.42,5991.67,Yes
C02210,Male,0,No,No,64,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Mailed check,115.99,5869.74,No
C02211,Male,0,No,No,60,Yes,No,No,Yes,Yes,One year,No,Electronic check,61.24,4389.59,No
C02212,Female,0,Yes,No,54,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,85.8,7876.37,No
C02213,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Bank transfer (automatic),80.77,7572.42,No
C02214,Female,0,Yes,No,49,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.43,2812.01,No
C02215,Female,0,No,No,11,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card (automatic),92.79,6843.42,No
C02216,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.32,7576.38,Yes
C02217,Male,1,No,No,16,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card (automatic),97.89,5262.04,Yes
C02218,Female,0,No,Yes,33,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,78.76,4730.42,No
C02219,Male,1,Yes,No,34,Yes,No phone service,Fiber optic,Yes,No internet service,Two year,Yes,Electronic check,49.71,5716.94,No
C02220,Female,0,Yes,Yes,38,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.63,1401.08,Yes
C02221,Male,0,Yes,Yes,54,No,No,DSL,No,No,Two year,Yes,Mailed check,91.15,758.85,No
C02222,Female,0,Yes,Yes,58,No,No phone service,Fiber optic,No,No internet service,One year,No,Bank transfer (automatic),73.01,6974.51,No
C02223,Male,0,Yes,No,4,No,No,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer (automatic),84.84,4880.95,No
C02224,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),33.83,1057.06,No
C02225,Male,0,No,No,3,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),96.7,3549.21,No
C02226,Male,1,No,No,14,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.04,2547.62,No
C02227,Male,1,Yes,Yes,34,Yes,No phone service,No,No internet service,Yes,Month-to-month,No,Electronic check,79.99,7443.8,No
C02228,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,Two year,No,Bank transfer (automatic),29.47,4320.24,No
C02229,Female,0,No,Yes,65,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,50.14,4916.46,Yes
C02230,Female,0,No,No,59,No,No phone service,No,No,No internet service,Month-to-month,No,Mailed check,82.89,2013.73,No
C02231,Male,0,No,No,23,Yes,No,No,No,No,Two year,No,Electronic check,45.42,6795.66,No
C02232,Female,0,No,Yes,21,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Credit card (automatic),106.03,7907.12,Yes
C02233,Male,1,No,Yes,43,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),84.12,6739.94,No
C02234,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,One year,No,Credit card (automatic),105.03,4198.43,No
C02235,Female,0,Yes,No,50,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,57.54,7101.22,Yes
C02236,Male,0,Yes,No,2,Yes,No,DSL,No,No internet service,Two year,No,Electronic check,21.4,1612.27,No
C02237,Male,0,No,No,69,Yes,Yes,DSL,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),75.61,979.97,No
C02238,Female,0,Yes,No,31,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Bank transfer (automatic),51.92,3734.97,Yes
C02239,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),62.82,1557.78,No
